ror1_flag,ror1_confidence,ror1_reasoning,b7h3_flag,b7h3_confidence,b7h3_reasoning,topo1_flag,topo1_confidence,topo1_reasoning,bispecific_flag,bispecific_reasoning,competitor_flag,competitor_reasoning,lens_id,error
False,none,The claims do not mention ROR1 or any related characteristics such as orphan receptor tyrosine kinase involvement in Wnt5a signaling or expression in specific cancers.,False,none,"There is no mention of B7-H3, CD276, or any related characteristics in the claims. The focus is on regorafenib and PD-1/PD-L1 inhibitors.",False,none,The claims do not reference topoisomerase I inhibitors or any related compounds such as camptothecin derivatives.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"The patent claims focus on a combination of regorafenib and PD-1/PD-L1 inhibitors, with no mention of ROR1, B7-H3, or topoisomerase I inhibitors. Therefore, it poses no competitive risk to the ADC program targeting these elements.",000-384-818-008-777,
False,none,The claims do not mention ROR1 or any specific characteristics of ROR1 targeting. There is no indication of targeting orphan receptor tyrosine kinases with the specific features associated with ROR1.,False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting. There is no indication of targeting B7 family members with the specific features associated with B7-H3.",False,none,The claims do not specify any topoisomerase I inhibitors or related payloads. There is no mention of camptothecin derivatives or mechanisms involving topoisomerase I inhibition.,False,"The claims do not describe any bispecific or multispecific antibody constructs. There is no indication of targeting multiple antigens, including ROR1 or B7-H3.",False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. The patent does not pose a competitive risk to the ADC program targeting these specific elements.",017-556-651-637-998,
False,none,"The claims do not mention ROR1 or any characteristics specific to ROR1 targeting, such as Wnt5a signaling or expression in CLL.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics of B7-H3 targeting.",False,none,The claims do not mention topoisomerase I inhibitors or any related payloads such as camptothecin derivatives.,False,There are no claims describing bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"None of the claims relate to ROR1, B7-H3, or topoisomerase I inhibitors, thus posing no competitive risk to the ADC program targeting these elements.",029-959-443-665-179,
False,none,"The claims do not mention ROR1 or any specific characteristics associated with ROR1 targeting, such as Wnt5a signaling or expression in specific lymphomas.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics associated with B7-H3 targeting, such as its expression profile or exclusion of other B7 family members.",False,none,The claims do not mention topoisomerase I inhibitors or any specific payloads related to topoisomerase I inhibition.,False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence, and there are no bispecific constructs described. Therefore, this patent does not pose a competitive risk to the ADC program.",038-904-236-812-912,
False,none,The claims do not mention ROR1 or any related characteristics such as orphan receptor tyrosine kinase involvement in Wnt5a signaling or expression in specific cancers.,False,none,"The claims do not mention B7-H3, CD276, or any related characteristics such as being a 4Ig B7 family member or overexpression in specific solid tumors.",False,none,"The claims focus on a liposome composition with gemcitabine and an immune checkpoint inhibitor, with no mention of topoisomerase I inhibitors or related payloads.",False,There are no claims describing bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"The patent does not claim any elements related to ROR1, B7-H3, or topoisomerase I inhibitors, thus posing no competitive risk to the ADC program targeting these elements.",048-660-015-971-586,
False,none,"The claims do not mention ROR1 or any specific characteristics associated with ROR1 targeting, such as Wnt5a signaling or expression in specific lymphomas.",False,none,"The claims do not mention B7-H3, CD276, or any specific characteristics associated with B7-H3 targeting, such as its expression profile in solid tumors.",True,high,"The claims explicitly list camptothecins and SN-38 as drug units, which are known topoisomerase I inhibitors.",False,The claims do not describe any bispecific or multispecific antibody constructs.,True,The presence of a high-confidence topoisomerase I inhibitor payload in the claims poses a competitive risk to ADC programs using similar payloads.,040-100-501-057-312,
False,none,The claims do not mention ROR1 or any related characteristics such as orphan receptor tyrosine kinase involvement in Wnt5a signaling or expression in specific lymphomas.,False,none,"The claims do not mention B7-H3, CD276, or any related characteristics specific to B7-H3, such as being a 4Ig B7 family member or overexpression in specific solid tumors.",False,none,"The claims focus on PD-L1 expression inhibition and PAI-1 inhibition, with no mention of topoisomerase I inhibitors or related payloads.",False,There are no claims describing bispecific or multispecific antibodies targeting ROR1 or B7-H3.,False,"The patent does not claim any elements related to ROR1, B7-H3, or topoisomerase I inhibitors, thus posing no competitive risk to the ADC program targeting these elements.",050-424-073-662-092,
False,none,"The claims do not mention ROR1, orphan receptor tyrosine kinases, or any related signaling pathways or expression profiles.",False,none,"The claims do not mention B7-H3, CD276, or any related B7 family member descriptions that would suggest targeting B7-H3.",False,none,"The claims do not mention topoisomerase I inhibitors, camptothecin derivatives, or any related structural or functional descriptions.",False,The claims do not describe any bispecific or multispecific antibody constructs.,False,"None of the claims relate to ROR1, B7-H3, or topoisomerase I inhibitors, and there are no bispecific constructs described. Therefore, this patent does not pose a competitive risk to the ADC program targeting these elements.",047-792-716-328-890,
False,none,"The claims do not mention ROR1 or any characteristics specifically associated with ROR1 targeting, such as Wnt5a signaling or expression in CLL or mantle cell lymphoma.",True,high,"Claim 5 explicitly mentions antibodies to B7H3, which directly targets the B7-H3 protein.",False,none,The claims do not mention topoisomerase I inhibitors or any specific compounds or mechanisms associated with topoisomerase I inhibition.,False,The claims do not describe any bispecific or multispecific antibody constructs.,True,"The patent poses a competitive risk due to the high confidence B7-H3 targeting, which is relevant to the ADC program targeting B7-H3.",061-376-282-190-023,
False,none,The claims do not mention ROR1 or any characteristics specifically associated with ROR1 targeting.,True,high,"The claims explicitly mention an anti-B7-H3 antibody, indicating clear targeting of B7-H3.",False,none,There is no mention of a topoisomerase I inhibitor or related compounds in the claims.,False,The claims do not describe a bispecific or multispecific antibody construct.,True,The high confidence in B7-H3 targeting indicates a competitive risk to ADC programs targeting B7-H3.,067-636-137-152-086,
False,none,"The claims do not mention ROR1, NTRKR1, or any related receptor tyrosine kinase characteristics. There is no indication of targeting ROR1 in the described polypeptides or methods.",False,none,"The claims do not mention B7-H3, CD276, or any related B7 family member characteristics. There is no indication of targeting B7-H3 in the described polypeptides or methods.",False,none,"The claims do not mention topoisomerase I inhibitors or any related compounds such as camptothecin derivatives. The focus is on bacterial cytotoxins, not topoisomerase I inhibition.",False,The claims do not describe any bispecific or multispecific antibody constructs. The focus is on chimeric polypeptides involving bacterial cytotoxins.,False,"None of the criteria for ROR1, B7-H3, or topoisomerase I inhibitor payloads are met with medium or high confidence. The patent does not pose a competitive risk to the ADC program targeting these specific elements.",067-407-339-661-429,
